ShortName,Variable,LongName,Source
P2,APAC.FOS.BREW.BH.MSH03_PI07,D-WS,Historian
P2,APAC.FOS.BREW.BH.MSH02_PI07,D-WS,Historian
P2,APAC.FOS.BREW.BH.MSH01_PI07,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI03_PI03,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI02_PI03,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI01_PI03,D-WS,Historian
P2,APAC.FOS.BREW.BH.ADJ03_PI07,D-WS,Historian
P2,APAC.FOS.BREW.BH.ADJ02_PI07,D-WS,Historian
P2,APAC.FOS.BREW.BH.ADJ01_PI07,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT001.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT002.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT003.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT004.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT005.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT006.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT007.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT008.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT009.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT010.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT011.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT012.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT013.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT014.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT015.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT016.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT017.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT018.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT019.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT020.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT021.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT022.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT023.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT024.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT025.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT026.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT027.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT028.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT029.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT030.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT031.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT032.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT033.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT034.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT035.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT036.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT037.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT038.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT039.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT040.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT041.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT042.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT043.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT044.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT045.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT046.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT047.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT048.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT049.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT050.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT051.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT052.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT053.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT054.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT055.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT056.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT057.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT058.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT059.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT060.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT061.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT062.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT063.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT064.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT065.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT066.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT067.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT068.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT069.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT070.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT071.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT072.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT073.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT074.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT075.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT076.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT077.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT078.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT079.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT080.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT081.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT082.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT083.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT084.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT085.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT086.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT087.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT088.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT089.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT090.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT091.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT092.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT093.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT094.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT095.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT101.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT102.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT103.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT104.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT105.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT106.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT107.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT108.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT109.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT110.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT111.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT112.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT113.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT114.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT115.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT116.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT117.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT118.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT119.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT120.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT121.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT122.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT123.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT124.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT125.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT126.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT127.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT128.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT129.PI16,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT130.PI16,D-WS,Historian
P2,APAC.FOS.BREW.BH.BOI02_PI14,D-WS,Historian
P2,APAC.FOS.BREW.BH.BOI01_PI14,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT24.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT24.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT24.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT23.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT23.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT23.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT22.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT22.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT22.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT21.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT21.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT21.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT20.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT20.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT20.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT19.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT19.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT19.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT18.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT18.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT18.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT17.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT17.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT17.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT16.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT16.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT16.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT15.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT15.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT15.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT14.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT14.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT14.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT13.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT13.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT13.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT12.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT12.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT12.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT11.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT11.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT11.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT10.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT10.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT10.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT09.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT09.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT09.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT08.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT08.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT08.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT07.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT07.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT07.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT06.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT06.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT06.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT05.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT05.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT05.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT04.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT04.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT04.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT03.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT03.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT03.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT02.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT02.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT02.PI01,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT01.PI03,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT01.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.BBT01.PI01,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI01_PI06,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI02_PI06,D-WS,Historian
P2,APAC.FOS.BREW.BH.WHI03_PI06,D-WS,Historian
P2,APAC.FOS.BREW.FI.YINC01.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FI.YINC02.PI02,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT001.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT001.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT001.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT001.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT002.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT002.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT002.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT002.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT003.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT003.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT003.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT003.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT004.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT004.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT004.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT004.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT005.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT005.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT005.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT005.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT006.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT006.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT006.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT006.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT007.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT007.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT007.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT007.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT008.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT008.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT008.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT008.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT009.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT009.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT009.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT009.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT010.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT010.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT010.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT010.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT011.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT011.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT011.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT011.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT012.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT012.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT012.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT012.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT013.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT013.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT013.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT013.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT014.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT014.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT014.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT014.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT015.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT015.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT015.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT015.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT016.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT016.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT016.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT016.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT017.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT017.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT017.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT017.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT018.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT018.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT018.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT018.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT019.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT019.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT019.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT019.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT020.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT020.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT020.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT020.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT021.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT021.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT021.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT021.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT022.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT022.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT022.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT022.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT023.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT023.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT023.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT023.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT024.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT024.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT024.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT024.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT025.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT025.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT025.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT025.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT026.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT026.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT026.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT026.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT027.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT027.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT027.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT027.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT028.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT028.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT028.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT028.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT029.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT029.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT029.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT029.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT030.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT030.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT030.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT030.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT031.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT031.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT031.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT031.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT032.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT032.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT032.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT032.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT033.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT033.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT033.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT033.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT034.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT034.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT034.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT034.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT035.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT035.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT035.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT035.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT036.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT036.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT036.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT036.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT037.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT037.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT037.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT037.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT038.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT038.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT038.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT038.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT039.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT039.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT039.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT039.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT040.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT040.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT040.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT040.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT041.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT041.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT041.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT041.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT042.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT042.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT042.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT042.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT043.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT043.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT043.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT043.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT044.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT044.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT044.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT044.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT045.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT045.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT045.PI19,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT045.PI20,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT046.PI17,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT046.PI18,D-WS,Historian
P2,APAC.FOS.BREW.FM.UT046.PI19,D-WS,Historian
